Page,Image Path,Content,Table
176,uploads/images\toaz.info-7fb10-30-vol-2\page_176.png, (translated to ko),[]
177,uploads/images\toaz.info-7fb10-30-vol-2\page_177.png,inspection 1: cn106 - cn109 active check battery plug off (translated to ko),"[{'Measurement terminals': 'CN106-9 (35) - CN109-9 (35) (REC)', 'Tester range': 'Ω x 1', 'Standard': '0 Ω'}]"
178,uploads/images\toaz.info-7fb10-30-vol-2\page_178.png, (translated to ko),[]
179,uploads/images\toaz.info-7fb10-30-vol-2\page_179.png,"5.76 inspection 1: cn104 - n1 voltage check 1 battery plug on, key switch on (translated to ko)",[]
180,uploads/images\toaz.info-7fb10-30-vol-2\page_180.png, (translated to ko),[]
181,uploads/images\toaz.info-7fb10-30-vol-2\page_181.png,safety monitor → material handling motor overheat (e2-1) (translated to ko),[]
182,uploads/images\toaz.info-7fb10-30-vol-2\page_182.png,error code e2-2: material handling motor temperature sensor abnormality (translated to ko),[]
183,uploads/images\toaz.info-7fb10-30-vol-2\page_183.png,"inspection 1: cn102 - n1 voltage check battery plug on, key switch on (translated to ko)","[{'Measurement terminals': 'CN102-13 (89) ↔ (-)', 'Tester range': 'DC 10 V', 'Standard': '4.9 V ± 1 V'}]"
184,uploads/images\toaz.info-7fb10-30-vol-2\page_184.png,error code e3: material handling main circuit temperature sensor abnormality (translated to ko),[]
185,uploads/images\toaz.info-7fb10-30-vol-2\page_185.png,inspection 1: temperature sensor resistance check battery plug off (translated to ko),"[{'Measurement terminals': 'Both terminals of CN131 connector (temperature sensor side)', 'Tester range': 'kΩ x 1', 'Standard': 'Approx. 11 - 12 kΩ (at 25°C)'}]"
186,uploads/images\toaz.info-7fb10-30-vol-2\page_186.png,error code e8: material handling rotary sensor abnormality (translated to ko),[]
187,uploads/images\toaz.info-7fb10-30-vol-2\page_187.png, (translated to ko),[]
188,uploads/images\toaz.info-7fb10-30-vol-2\page_188.png,"inspection 1: rotary sensor resistance check battery plug off, cn58 disconnection (translated to ko)",[]
189,uploads/images\toaz.info-7fb10-30-vol-2\page_189.png,"inspection 3: cn102 - n1 voltage measurement battery plug on, key switch on, cn58 must be connected (translated to ko)","[{'Measurement terminals': 'CN102-8 (84) ↔ N1', 'Tester range': 'DC 10V', 'Standard': 'Approx. 0 V'}]"
190,uploads/images\toaz.info-7fb10-30-vol-2\page_190.png,error code ee: communications from lcd display abnormality (translated to ko),"[{'Estimated causes': 'Display defect'}, {'Estimated causes': 'No indication on display'}, {'Estimated causes': 'Open circuit of harness'}, {'Estimated causes': 'Display power supply defect'}]"
191,uploads/images\toaz.info-7fb10-30-vol-2\page_191.png, (translated to ko),[]
192,uploads/images\toaz.info-7fb10-30-vol-2\page_192.png, (translated to ko),[]
194,uploads/images\toaz.info-7fb10-30-vol-2\page_194.png,"when no error code is displayed 1. vehicle does not move at all (disabled travel, material handling and ps operations) related portion (translated to ko)","[{'Parameter': 'Estimated causes', 'Value': ''}, {'Parameter': '① Blown F5 fuse', 'Value': '④ Main harness defect'}, {'Parameter': '② Blown F6 fuse', 'Value': '⑤ DC/MD board defect'}, {'Parameter': '③ Blown F1 fuse', 'Value': ''}]"
195,uploads/images\toaz.info-7fb10-30-vol-2\page_195.png, (translated to ko),[]
196,uploads/images\toaz.info-7fb10-30-vol-2\page_196.png,inspection 1: p1 - n1 voltage check battery plug on (translated to ko),[]
197,uploads/images\toaz.info-7fb10-30-vol-2\page_197.png, (translated to ko),[]
198,uploads/images\toaz.info-7fb10-30-vol-2\page_198.png,"inspection 5: input voltage to cpu board check battery plug on, key switch on (translated to ko)","[{'Measurement terminals': '1) CN103-7 (41) ↔ -N1 ⊝\n2) CN103-4 (44) ↔ -N1 ⊝', 'Tester range': 'DC 200 V', 'Standard': 'Voltage between level No. 41 and N1 is 20 V or more and voltage difference between level No. 41 or No. 44 and N1 is within 15 V.'}]"
199,uploads/images\toaz.info-7fb10-30-vol-2\page_199.png,5.96 2. failure in traveling only or wobbling related portion (translated to ko),"[{'Estimated causes': 'Direction switch defect'}, {'Estimated causes': 'Acceleration potentiometer defect'}, {'Estimated causes': 'TMD (MOS) defect'}, {'Estimated causes': 'Drive motor defect'}, {'Estimated causes': 'Drive motor cable defect'}, {'Estimated causes': 'CPU board defect'}, {'Estimated causes': 'DC/MD board defect'}]"
200,uploads/images\toaz.info-7fb10-30-vol-2\page_200.png, (translated to ko),[]
201,uploads/images\toaz.info-7fb10-30-vol-2\page_201.png,"inspection 1: motor voltage check battery plug on, key switch on (translated to ko)","[{'Measurement terminals': 'P7*-P8*-P9*←→N1*', 'Tester range': 'DC 200 V', 'Standard': '1- and 2- ton series: 0 V to 48 V, 3-ton, 3.5 ton: 0 V to 80 V'}]"
202,uploads/images\toaz.info-7fb10-30-vol-2\page_202.png,3. vehicle can travel only slowly. (translated to ko),"[{'Estimated causes': 'CPU board defect'}, {'Estimated causes': 'Main harness defect'}, {'Estimated causes': 'Acceleration potentiometer defect'}, {'Estimated causes': 'Brake switch defect'}, {'Estimated causes': 'TMD (MOS) defect'}, {'Estimated causes': 'Drive motor defect'}, {'Estimated causes': 'Drive motor cable defect'}, {'Estimated causes': 'DC/MD board defect'}]"
203,uploads/images\toaz.info-7fb10-30-vol-2\page_203.png, (translated to ko),[]
204,uploads/images\toaz.info-7fb10-30-vol-2\page_204.png,"inspection 1: rotary sensor signal voltage check battery plug on, key switch on (translated to ko)",[]
205,uploads/images\toaz.info-7fb10-30-vol-2\page_205.png,4. failure in material handling only or wobbling related portion (translated to ko),"[{'Estimated causes': 'Lift/tilt switch defect'}, {'Estimated causes': 'TMD (MOS) defect'}, {'Estimated causes': 'CPU board defect'}, {'Estimated causes': 'Pump motor defect'}, {'Estimated causes': 'Pump motor cable defect'}, {'Estimated causes': 'DCMD board defect'}]"
206,uploads/images\toaz.info-7fb10-30-vol-2\page_206.png, (translated to ko),[]
207,uploads/images\toaz.info-7fb10-30-vol-2\page_207.png,"inspection 1: pump motor voltage check battery plug on, key switch on (translated to ko)","[{'Measurement terminals': 'P14:P15:P16:⊕-⊖', 'Tester range': 'DC 200 V', 'Standard': '1- and 2-ton series: 0 V to 48 V, 3-ton, J3.5 ton: 0 V to 80 V'}]"
208,uploads/images\toaz.info-7fb10-30-vol-2\page_208.png,failure in concurrent traveling and material handling (translated to ko),[]
209,uploads/images\toaz.info-7fb10-30-vol-2\page_209.png, (translated to ko),[]
210,uploads/images\toaz.info-7fb10-30-vol-2\page_210.png, (translated to ko),[]
211,uploads/images\toaz.info-7fb10-30-vol-2\page_211.png,inspection 1: resistance check between shunt and cn145 battery plug off (translated to ko),[]
212,uploads/images\toaz.info-7fb10-30-vol-2\page_212.png,multi-display – mcs communication system troubleshooting when an error code is displayed error code f1: multi-display – mcs communication system related portion (translated to ko),"[{'Estimated causes': 'Open circuit between CN103 and multi-display'}, {'Estimated causes': 'Poor electrical contact of CN103, CN1 or CN120'}, {'Estimated causes': 'Multi-display defect'}, {'Estimated causes': 'CPU board defect'}]"
213,uploads/images\toaz.info-7fb10-30-vol-2\page_213.png,5-110 error code f1-1: no communication between multi-display and mcs error code f1-2: defective communication data between multi-display and mcs error code f1-3: improper communication data between multi-display and mcs (translated to ko),[]
214,uploads/images\toaz.info-7fb10-30-vol-2\page_214.png,"when no error code is displayed when an f1-1 occurs, error code f1-1 remains on the multi-display regardless of on or off of the key switch, since no communication data is sent from cpu to the multi-display. (the power for the multi-display is directly supplied from the cpu.) (translated to ko)","[{'Inspection 1': 'Display power supply voltage check', 'NG (0 V)': '• Wiring defect\n• CPU board defect\n• DC/MD board defect', 'OK (Approx. 1.5 V)': '• Multi-display board defect\n• LCD panel defect'}]"
215,uploads/images\toaz.info-7fb10-30-vol-2\page_215.png,inspection 1: display power supply voltage check battery plug on (translated to ko),"[{'Measurement terminals': 'CN70-14 (16) ⊕ - CN70-30 (14) ⊖', 'Tester range': 'DC 50 V', 'Standard': 'Approx. 15 V'}]"
216,uploads/images\toaz.info-7fb10-30-vol-2\page_216.png,sas troubleshooting when an error code is displayed error code 51: vehicle speed sensor abnormality related portion (translated to ko),[]
217,uploads/images\toaz.info-7fb10-30-vol-2\page_217.png,5-114 for 51-1 (translated to ko),[]
219,uploads/images\toaz.info-7fb10-30-vol-2\page_219.png,error code 52: yaw rate sensor abnormality (translated to ko),[]
220,uploads/images\toaz.info-7fb10-30-vol-2\page_220.png, (translated to ko),[]
221,uploads/images\toaz.info-7fb10-30-vol-2\page_221.png,error code 54: swing solenoid abnormality (translated to ko),"[{'Estimated causes': ['Swing solenoid defect', 'Short or open circuit of harness', 'DC/SD board defect', 'SCPU board defect']}]"
223,uploads/images\toaz.info-7fb10-30-vol-2\page_223.png,<for 54-2> (translated to ko),[{'ANL.: ACTIVE': 'Replace the harness between CN146 and CN147 with SS15 and check the swing solenoid signal (without turning the solenoid ON).'}]
224,uploads/images\toaz.info-7fb10-30-vol-2\page_224.png,error code 61: pressure sensor abnormality (translated to ko),[]
225,uploads/images\toaz.info-7fb10-30-vol-2\page_225.png, (translated to ko),[]
226,uploads/images\toaz.info-7fb10-30-vol-2\page_226.png,"inspection 1 <for 61-1>: pressure sensor resistance check 1 battery plug off, cn90 disconnection inspection 1 <for 61-2>: pressure sensor resistance check 2 battery plug off, cn102 disconnection (translated to ko)",[]
227,uploads/images\toaz.info-7fb10-30-vol-2\page_227.png,error code 62: tilt angle sensor abnormality (translated to ko),[]
228,uploads/images\toaz.info-7fb10-30-vol-2\page_228.png,<for 62-2> (translated to ko),[]
229,uploads/images\toaz.info-7fb10-30-vol-2\page_229.png,"inspection 1 <for 62-1>: tilt angle sensor resistance check 1 battery plug off, connector cn86 disconnection inspection 1 <for 62-2>: tilt angle sensor resistance check 2 battery plug off, connector cn102 disconnection (translated to ko)",[]
230,uploads/images\toaz.info-7fb10-30-vol-2\page_230.png,error code 63: tilt switch abnormality (translated to ko),"[{'Estimated causes': 'Short circuit of tilt switch'}, {'Estimated causes': 'Short circuit of harness'}, {'Estimated causes': 'CPU board defect'}]"
231,uploads/images\toaz.info-7fb10-30-vol-2\page_231.png, (translated to ko),[]
232,uploads/images\toaz.info-7fb10-30-vol-2\page_232.png,inspection 1 forward/backward tilt switch check: battery plug off (translated to ko),"[{'Measurement terminals': '① Forward: CN101-16 (61) ↔ CN101-26 (51)\n② Backward: CN101-17 (62) ↔ CN101-26 (51)', 'Tester range': 'Ω x 1', 'Standard': '∞ Ω'}]"
233,uploads/images\toaz.info-7fb10-30-vol-2\page_233.png,error code 64: lift solenoid abnormality (translated to ko),[]
234,uploads/images\toaz.info-7fb10-30-vol-2\page_234.png, (translated to ko),[]
236,uploads/images\toaz.info-7fb10-30-vol-2\page_236.png,error code 65: tilt solenoid abnormality (sas vehicle) (translated to ko),[]
237,uploads/images\toaz.info-7fb10-30-vol-2\page_237.png,s-134 <for 65-2> (translated to ko),[]
239,uploads/images\toaz.info-7fb10-30-vol-2\page_239.png,error code 65: ps contactor abnormality (vehicle without sas) (translated to ko),[]
241,uploads/images\toaz.info-7fb10-30-vol-2\page_241.png,5-138 error code 66: tilt switching value abnormality (translated to ko),[{'Related portion': 'SCPU board'}]
242,uploads/images\toaz.info-7fb10-30-vol-2\page_242.png,error code 67: lifting height switch abnormality (sas vehicle) (translated to ko),"[{'Estimated causes': 'Open or short circuit of harness'}, {'Estimated causes': 'Lifting height sensor switch defect'}]"
243,uploads/images\toaz.info-7fb10-30-vol-2\page_243.png, (translated to ko),[]
245,uploads/images\toaz.info-7fb10-30-vol-2\page_245.png,"inspection 3: lifting height switch on voltage check battery plug on, key switch on (translated to ko)","[{'Measurement terminals': 'CN90-1 (9), 5 (92), 6 (90) (OFF position) ↔ (–) (–)', 'Tester range': 'DC 10 V', 'Standard': 'Approx. 0 V'}]"
246,uploads/images\toaz.info-7fb10-30-vol-2\page_246.png,error code 67: mode switch abnormality (vehicle without sas) (translated to ko),[]
247,uploads/images\toaz.info-7fb10-30-vol-2\page_247.png,error code 71: tire angle sensor abnormality (translated to ko),[]
248,uploads/images\toaz.info-7fb10-30-vol-2\page_248.png,<for 71-2> (translated to ko),"[{'Connector No.↔ Connector No.': 'CN142-3 (317) - CN142-11 (316)', 'Value': '400Ω - 1.5kΩ'}, {'Connector No.↔ Connector No.': 'CN142-8 (320) - CN142-11 (316)', 'Value': '1.6 - 2.4kΩ'}]"
249,uploads/images\toaz.info-7fb10-30-vol-2\page_249.png,"inspection 1 <for 71-1>: tire angle sensor signal voltage check battery plug on, key switch on (translated to ko)",[]
250,uploads/images\toaz.info-7fb10-30-vol-2\page_250.png,error code 72: steering angle sensor abnormality (translated to ko),[]
251,uploads/images\toaz.info-7fb10-30-vol-2\page_251.png, (translated to ko),[]
253,uploads/images\toaz.info-7fb10-30-vol-2\page_253.png, (translated to ko),[]
255,uploads/images\toaz.info-7fb10-30-vol-2\page_255.png,"5-152 inspection 2 <for 72-4>: steering angle sensor check battery plug on, key switch on, sst7 set to cn19 (translated to ko)",[]
257,uploads/images\toaz.info-7fb10-30-vol-2\page_257.png,5-154 error code 73: knob position compensation solenoid abnormality related portion (translated to ko),[]
259,uploads/images\toaz.info-7fb10-30-vol-2\page_259.png,<for 73-2> (translated to ko),[{'ANL: ACTIVE': 'Disconnect CN146 and CN147 and set SSTS. Check the knob position correcting solenoid check signal (the solenoid must be OFF). (See page 5-8)'}]
260,uploads/images\toaz.info-7fb10-30-vol-2\page_260.png,error code 74: tire angle matching value abnormality (translated to ko),[]
261,uploads/images\toaz.info-7fb10-30-vol-2\page_261.png, (translated to ko),[]
262,uploads/images\toaz.info-7fb10-30-vol-2\page_262.png, (translated to ko),[]
263,uploads/images\toaz.info-7fb10-30-vol-2\page_263.png, (translated to ko),[]
264,uploads/images\toaz.info-7fb10-30-vol-2\page_264.png,swing lock always occurs during traveling or loading work. swing lock frequently occurs. (translated to ko),"[{'Direction': 'Swing to the right', 'Voltage': '2.5 V (stop) to Approx. 3.0 V'}, {'Direction': 'Swing to the left', 'Voltage': '2.5 V (stop) to Approx. 2.0 V'}]"
265,uploads/images\toaz.info-7fb10-30-vol-2\page_265.png,"inspection 2: inspect the operation of each the lifting height switch. (lifting height mh1, mh2-1 on/off) analyzer: i/o monitor 3/lifting height switch standard: (1) lift and lower the fork at a height of approximately 2200 mm (87 in) to activate the lifting height switch. note: • lifting height mh1 only is turned on for a small lifting height (below the switch). • lifting height mh2-1 only is turned on for a large lifting height (above the switch). • stopping with automatic leveling fails. (does not stop at a horizontal position but tilts at the forward-most position.) related portion (translated to ko)",[]
266,uploads/images\toaz.info-7fb10-30-vol-2\page_266.png, (translated to ko),[]
267,uploads/images\toaz.info-7fb10-30-vol-2\page_267.png, (translated to ko),[]
268,uploads/images\toaz.info-7fb10-30-vol-2\page_268.png, (translated to ko),[]
269,uploads/images\toaz.info-7fb10-30-vol-2\page_269.png,active fork leveling is not provided. (stops at a non-horizontal position.) (translated to ko),[]
270,uploads/images\toaz.info-7fb10-30-vol-2\page_270.png,inspection 1: inspect the tilt angle sensor. turn the key switch off and remove the tilt angle sensor. standard: (translated to ko),"[{'Connector No.↔ Connector No.': '① CN86-1 ↔ CN86-3', 'Sensor lever free': '1.5 kΩ ± 0.3 kΩ'}, {'Connector No.↔ Connector No.': '② CN86-2 ↔ CN86-3', 'Sensor lever free': '0 kΩ', 'Sensor lever with full stroke': '1.5 kΩ ± 0.3 kΩ'}]"
271,uploads/images\toaz.info-7fb10-30-vol-2\page_271.png,active fork leveling is not provided. (stops at a position when the knob switch is pressed.) (translated to ko),[]
272,uploads/images\toaz.info-7fb10-30-vol-2\page_272.png, (translated to ko),[]
273,uploads/images\toaz.info-7fb10-30-vol-2\page_273.png, (translated to ko),[]
274,uploads/images\toaz.info-7fb10-30-vol-2\page_274.png,"the active mast rear tilt speed is not regulated, or the backward tilting speed is always slow. (translated to ko)",[]
275,uploads/images\toaz.info-7fb10-30-vol-2\page_275.png, (translated to ko),"[{'': 'SWTK', 'Active fork leveling switch free': 'OFF', 'Active fork leveling switch depressed': 'ON'}]"
276,uploads/images\toaz.info-7fb10-30-vol-2\page_276.png, (translated to ko),[]
277,uploads/images\toaz.info-7fb10-30-vol-2\page_277.png, (translated to ko),[]
278,uploads/images\toaz.info-7fb10-30-vol-2\page_278.png, (translated to ko),[]
279,uploads/images\toaz.info-7fb10-30-vol-2\page_279.png, (translated to ko),[]
280,uploads/images\toaz.info-7fb10-30-vol-2\page_280.png, (translated to ko),[]
281,uploads/images\toaz.info-7fb10-30-vol-2\page_281.png,inspection 11: inspect continuity of the backward lift lever switch only (removed from the vehicle). turn the key switch off and disconnect cn87. remove the backward lift lever switch (lower-side switch on the control valve). (translated to ko),"[{'Connector No.': 'CN87-3 - CN87-4', 'Switch free': 'Continuity shall exist.', 'Switch depressed': 'No continuity'}]"
282,uploads/images\toaz.info-7fb10-30-vol-2\page_282.png,the knob position runs out to a certain point (at least by 10 degrees from the straight-forward position). (translated to ko),"[{'Inspection': 'Inspection 1', 'Description': 'Make sure that the difference between the knob position values from the right and left is 4 or less when the steering wheel is turned from the right or left to the neutral (straight-forward) position.', 'Result': 'OK', 'NG': 'Cam or steering wheel defect.'}, {'Inspection': 'Inspection 2', 'Description': 'Make sure that the central value of the knob position value is within ±0.1 when the steering wheel is turned from the right or left to the neutral (straight-forward) position.', 'Result': 'OK', 'NG': 'Steering wheel angle sensor run-out.'}, {'Inspection': 'Inspection 3', 'Description': 'Inspect the difference between the tire voltage value and re-setting voltage value when the rear wheel tires are just in straight-forward position. → The difference shall be at least 0.04 V.', 'Result': 'OK', 'NG': 'Tire angle re-setting defect Perform re-setting again.'}, {'Inspection': 'Inspection 4', 'Description': 'Turn the knob SOL ON and make sure that the steering wheel turns idle at the tire end. (Turning speed: 1 turn per 2 to 3 seconds).', 'Result': 'OK', 'NG': 'Knob solenoid valve closed failure (plunger sticking, orifice clogged, etc.)'}, {'Inspection': 'Inspection 5', 'Description': 'Does the knob SOL go ON/OFF during stationary steering to the right and left?', 'Result': 'OK', 'NG': 'PS controller defect.'}]"
283,uploads/images\toaz.info-7fb10-30-vol-2\page_283.png, (translated to ko),[]
284,uploads/images\toaz.info-7fb10-30-vol-2\page_284.png,the knob position runs out. (the knob position in straight-forward status is not constant.) (translated to ko),[]
285,uploads/images\toaz.info-7fb10-30-vol-2\page_285.png, (translated to ko),[]
286,uploads/images\toaz.info-7fb10-30-vol-2\page_286.png, (translated to ko),[]
287,uploads/images\toaz.info-7fb10-30-vol-2\page_287.png,plug-in analyzer • no display on screen related portion (translated to ko),"[{'Estimated causes': ['Defective connector contact', 'Analyzer harness defect', 'Defect of plug-in analyzer itself (mainly CPU board defect and not ROM defect)']}]"
288,uploads/images\toaz.info-7fb10-30-vol-2\page_288.png,"inspection 1 analyzer supply voltage check battery plug on, key switch on (translated to ko)","[{'Measurement terminals': 'Analyzer CN1 ← → ⊖', 'Tester range': 'DC 50', 'Standard': 'Approx. 15 V'}]"
290,uploads/images\toaz.info-7fb10-30-vol-2\page_290.png,5-187 (translated to ko),[]
291,uploads/images\toaz.info-7fb10-30-vol-2\page_291.png,appendix (translated to ko),"[{'Item': 'SST LIST', 'Page': '19-2'}, {'Item': 'CONNECTOR DRAWING (FOR VEHICLE WITHOUT SAS)', 'Page': '19-3'}, {'Item': 'CONNECTOR DRAWING (FOR VEHICLE WITH SAS)', 'Page': '19-9'}, {'Item': 'CPU BOARD CONNECTOR DRAWING', 'Page': '19-19'}, {'Item': 'DC/MD BOARD CONNECTOR DRAWING', 'Page': '19-20'}, {'Item': 'SCPU BOARD CONNECTOR DRAWING', 'Page': '19-21'}, {'Item': 'DC/SD BOARD CONNECTOR DRAWING', 'Page': '19-22'}, {'Item': 'CONNECTOR DIAGRAM (FOR VEHICLE WITHOUT SAS)', 'Page': '19-23'}, {'Item': 'CONNECTOR DIAGRAM (FOR VEHICLE WITH SAS)', 'Page': '19-24'}, {'Item': 'WIRING DIAGRAM (FOR VEHICLE WITHOUT SAS)', 'Page': '19-25'}, {'Item': 'WIRING DIAGRAM (FOR VEHICLE WITH SAS)', 'Page': '19-26'}]"
292,uploads/images\toaz.info-7fb10-30-vol-2\page_292.png, (translated to ko),"[{'Illust.': '[Image of various tools]', 'Part No.': '09230-13130-71', 'Part Name': 'AC controller diagnosis kit'}, {'Illust.': '[Image of a harness]', 'Part No.': '09231-13130-71', 'Part Name': 'Sub-harness for CN105', 'Description': '• To check the traveling/material handling system fan ON/OFF signal\n• To check MOS drive power supply ON/OFF signal'}, {'Illust.': '[Image of a tool]', 'Part No.': '09232-13130-71', 'Part Name': 'For CN50, 52, 55, 58, 86, 80 and 84', 'Description': 'To check each CPU board to sensor harness and the CPU board itself'}, {'Illust.': '[Image of a harness]', 'Part No.': '09233-13130-71', 'Part Name': 'Sub-harness for CN111, 112', 'Description': 'To check if the CPU board and DC/MD drives the MOS normally'}, {'Illust.': '[Image of a harness]', 'Part No.': '09234-13130-71', 'Part Name': 'Sub-harness for CN106, 107', 'Description': 'To check in combination with SST3\nIf the check result in connection with SST3 is NG, this sub-harness is used to discriminate if the cause of NG lies in the CPU or DC/MD'}, {'Illust.': '[Image of a harness]', 'Part No.': '09235-13130-71', 'Part Name': 'Sub-harness for CN146', 'Description': 'To check the ON/OFF signal of the swing lock cylinder solenoid and knob offset correcting valve solenoid'}, {'Illust.': '[Image of a harness]', 'Part No.': '09236-13130-71', 'Part Name': 'Sub-harness for CN57', 'Description': 'To check signals from traveling speed sensors SSD1 and SSD2\n(Replaces the SSD1 and SSD2 signals.)'}, {'Illust.': '[Image of a harness]', 'Part No.': '09237-13130-71', 'Part Name': 'Sub-harness for CN19', 'Description': '• To discriminate whether the steering angle sensor or the harness/CPU board is defective by replacing STS1 and STS2 signals\n• To check steering angle sensor power supply'}, {'Illust.': '[Image of a harness]', 'Part No.': '09238-13130-71', 'Part Name': 'Sub-harness for CN25', 'Description': 'To check the acceleration potentiometer short harness, harness from the CPU board to the acceleration potentiometer and the CPU board'}, {'Illust.': '[Image of a harness]', 'Part No.': '09239-13130-71', 'Part Name': 'Sub-harness for CN106, 107', 'Description': '• To check the traveling/material handling system fan ON/OFF signal\n• To check MOS drive power supply ON/OFF signal'}]"
293,uploads/images\toaz.info-7fb10-30-vol-2\page_293.png, (translated to ko),[]
294,uploads/images\toaz.info-7fb10-30-vol-2\page_294.png, (translated to ko),[]
295,uploads/images\toaz.info-7fb10-30-vol-2\page_295.png, (translated to ko),[]
296,uploads/images\toaz.info-7fb10-30-vol-2\page_296.png, (translated to ko),[]
297,uploads/images\toaz.info-7fb10-30-vol-2\page_297.png, (translated to ko),[]
298,uploads/images\toaz.info-7fb10-30-vol-2\page_298.png, (translated to ko),"[{'Connector No.↔ Connector No.': 'CHG1-1 ↔ CHG1-1', 'Wire Color': 'L'}, {'Connector No.↔ Connector No.': 'CHG1-2 ↔ CHG1-2', 'Wire Color': 'N'}, {'Connector No.↔ Connector No.': 'CHG1-3 ↔ CHG1-3', 'Wire Color': 'E'}, {'Connector No.↔ Connector No.': 'CHG1-4 ↔ CHG1-4', 'Wire Color': 'L'}, {'Connector No.↔ Connector No.': 'CHG1-5 ↔ CHG1-5', 'Wire Color': 'N'}, {'Connector No.↔ Connector No.': 'CHG2-1 ↔ CHG2-1', 'Wire Color': 'L'}, {'Connector No.↔ Connector No.': 'CHG2-2 ↔ CHG2-2', 'Wire Color': 'N'}, {'Connector No.↔ Connector No.': 'CHG2-3 ↔ CHG2-3', 'Wire Color': 'E'}, {'Connector No.↔ Connector No.': 'CHG2-4 ↔ CHG2-4', 'Wire Color': 'L'}, {'Connector No.↔ Connector No.': 'CHG2-5 ↔ CHG2-5', 'Wire Color': 'N'}, {'Connector No.↔ Connector No.': 'CHG3-1 ↔ CHG3-1', 'Wire Color': 'L'}, {'Connector No.↔ Connector No.': 'CHG3-2 ↔ CHG3-2', 'Wire Color': 'N'}, {'Connector No.↔ Connector No.': 'CHG3-3 ↔ CHG3-3', 'Wire Color': 'E'}, {'Connector No.↔ Connector No.': 'CHG3-4 ↔ CHG3-4', 'Wire Color': 'L'}, {'Connector No.↔ Connector No.': 'CHG3-5 ↔ CHG3-5', 'Wire Color': 'N'}, {'Connector No.↔ Connector No.': 'CHG4-1 ↔ CHG4-1', 'Wire Color': 'L'}, {'Connector No.↔ Connector No.': 'CHG4-2 ↔ CHG4-2', 'Wire Color': 'N'}]"
299,uploads/images\toaz.info-7fb10-30-vol-2\page_299.png, (translated to ko),[]
300,uploads/images\toaz.info-7fb10-30-vol-2\page_300.png, (translated to ko),[]
301,uploads/images\toaz.info-7fb10-30-vol-2\page_301.png, (translated to ko),[]
302,uploads/images\toaz.info-7fb10-30-vol-2\page_302.png,with voice warning (translated to ko),[]
303,uploads/images\toaz.info-7fb10-30-vol-2\page_303.png, (translated to ko),[]
304,uploads/images\toaz.info-7fb10-30-vol-2\page_304.png, (translated to ko),[]
305,uploads/images\toaz.info-7fb10-30-vol-2\page_305.png, (translated to ko),[]
306,uploads/images\toaz.info-7fb10-30-vol-2\page_306.png, (translated to ko),[]
307,uploads/images\toaz.info-7fb10-30-vol-2\page_307.png, (translated to ko),[]
308,uploads/images\toaz.info-7fb10-30-vol-2\page_308.png, (translated to ko),"[{'Connector No.↔ Connector No.': 'CHG-1 ↔ CHG-2', 'Wire Color': 'R', 'Wire Size': '2.0'}, {'Connector No.↔ Connector No.': 'CHG-3 ↔ CHG-4', 'Wire Color': 'W', 'Wire Size': '2.0'}, {'Connector No.↔ Connector No.': 'CHG-5 ↔ CHG-6', 'Wire Color': 'B', 'Wire Size': '2.0'}, {'Connector No.↔ Connector No.': 'CHG-7 ↔ CHG-8', 'Wire Color': 'G', 'Wire Size': '0.5'}, {'Connector No.↔ Connector No.': 'CHG-9 ↔ CHG-10', 'Wire Color': 'L', 'Wire Size': '0.5'}, {'Connector No.↔ Connector No.': 'CHG-11 ↔ CHG-12', 'Wire Color': 'Y', 'Wire Size': '0.5'}, {'Connector No.↔ Connector No.': 'CHG-13 ↔ CHG-14', 'Wire Color': 'R', 'Wire Size': '0.5'}, {'Connector No.↔ Connector No.': 'CHG-15 ↔ CHG-16', 'Wire Color': 'W', 'Wire Size': '0.5'}, {'Connector No.↔ Connector No.': 'CHG-17 ↔ CHG-18', 'Wire Color': 'B', 'Wire Size': '0.5'}, {'Connector No.↔ Connector No.': 'CHG-19 ↔ CHG-20', 'Wire Color': 'G', 'Wire Size': '0.5'}, {'Connector No.↔ Connector No.': 'CHG-21 ↔ CHG-22', 'Wire Color': 'L', 'Wire Size': '0.5'}, {'Connector No.↔ Connector No.': 'CHG-23 ↔ CHG-24', 'Wire Color': 'Y', 'Wire Size': '0.5'}, {'Connector No.↔ Connector No.': 'CHG-25 ↔ CHG-26', 'Wire Color': 'R', 'Wire Size': '0.5'}, {'Connector No.↔ Connector No.': 'CHG-27 ↔ CHG-28', 'Wire Color': 'W', 'Wire Size': '0.5'}, {'Connector No.↔ Connector No.': 'CHG-29 ↔ CHG-30', 'Wire Color': 'B', 'Wire Size': '0.5'}, {'Connector No.↔ Connector No.': 'CHG-31 ↔ CHG-32', 'Wire Color': 'G', 'Wire Size': '0.5'}, {'Connector No.↔ Connector No.': 'CHG-33 ↔ CHG-34', 'Wire Color': 'L', 'Wire Size': '0.5'}, {'Connector No.↔ Connector No.': 'CHG-35 ↔ CHG-36', 'Wire Color': 'Y', 'Wire Size': '0.5'}, {'Connector No.↔ Connector No.': 'CHG-37 ↔ CHG-38', 'Wire Color': 'R', 'Wire Size': '0.5'}, {'Connector No.↔ Connector No.': 'CHG-39 ↔ CHG-40', 'Wire Color': 'W', 'Wire Size': '0.5'}]"
309,uploads/images\toaz.info-7fb10-30-vol-2\page_309.png, (translated to ko),[]
